First Name,Last Name,Common Name,Image Path,Club,Country
Renato,Tapia,,player_images\Renato Tapia.png,RC Celta,Peru
Viktor,Tsygankov,,player_images\Viktor Tsygankov.png,Girona FC,Ukraine
Adalberto,Carrasquilla,,player_images\Adalberto Carrasquilla.png,Houston Dynamo,Panama
Andrei,Raiu,,player_images\Andrei Raiu.png,Rayo Vallecano,Romania
Makoto,Hasebe,,player_images\Makoto Hasebe.png,Frankfurt,Japan
Michail,Antonio,,player_images\Michail Antonio.png,West Ham,Jamaica
Attila,Szalai,,player_images\Attila Szalai.png,SC Freiburg,Hungary
Nicola,Zalewski,,player_images\Nicola Zalewski.png,Roma FC,Poland
Patrik,Schick,,player_images\Patrik Schick.png,Leverkusen,Czech Republic
Alexander,Bah,,player_images\Alexander Bah.png,SL Benfica,Denmark
Borna,Sosa,,player_images\Borna Sosa.png,Ajax,Croatia
Michael,Murillo,,player_images\Michael Murillo.png,OM,Panama
Kylian,Mbappé,,player_images\Kylian Mbappé_10.png,Paris SG,France
Alexia,Putellas Segura,Alexia Putellas,player_images\Alexia Putellas Segura.png,FC Barcelona,Spain
Erling,Haaland,,player_images\Erling Haaland_9.png,Manchester City,Norway
Kevin,De Bruyne,,player_images\Kevin De Bruyne.png,Manchester City,Belgium
Wesley,Sneijder,,player_images\Wesley Sneijder_3.png,Heroes,Netherlands
Gianluca,Vialli,,player_images\Gianluca Vialli_2.png,Heroes,Italy
Roberto,Baggio,,player_images\Roberto Baggio_3.png,EA FC ICONS,Italy
Homare,Sawa,Sawa,player_images\Homare Sawa.png,EA FC ICONS,Japan
Antunes,Coimbra,,player_images\Antunes Coimbra_4.png,EA FC ICONS,Brazil
Eusébio,Eusébio,Eusébio,player_images\Eusébio Eusébio.png,EA FC ICONS,Portugal
,,,player_images\nan nan_132.png,FC Barcelona,Spain
Robert,Lewandowski,,player_images\Robert Lewandowski_7.png,FC Barcelona,Poland
Franco,Baresi,,player_images\Franco Baresi_2.png,EA FC ICONS,Italy
Thierry,Henry,,player_images\Thierry Henry_5.png,EA FC ICONS,France
Carlos Alberto,Torres,,player_images\Carlos Alberto Torres.png,EA FC ICONS,Brazil
Marcos,Cafú,,player_images\Marcos Cafú_4.png,EA FC ICONS,Brazil
Marco,van Basten,,player_images\Marco van Basten.png,EA FC ICONS,Netherlands
Harry,Kane,,player_images\Harry Kane_8.png,FC Bayern München,England
Bukayo,Saka,,player_images\Bukayo Saka_6.png,Arsenal,England
,,,player_images\nan nan_133.png,FC Barcelona,Norway
Mohamed,Salah,,player_images\Mohamed Salah_9.png,Liverpool,Egypt
Ruud,Gullit,,player_images\Ruud Gullit_3.png,EA FC ICONS,Netherlands
,,,player_images\nan nan_134.png,FC Barcelona,Spain
Mohamed,Salah,,player_images\Mohamed Salah_10.png,Liverpool,Egypt
Karim,Benzema,,player_images\Karim Benzema_5.png,Al Ittihad,France
,,,player_images\nan nan_135.png,Fulham,Brazil
,,,player_images\nan nan_136.png,FC Barcelona,Spain
Mohamed,Salah,,player_images\Mohamed Salah_11.png,Liverpool,Egypt
,Kaká,Kaká,player_images\nan Kaká_3.png,EA FC ICONS,Brazil
Alessandro,Nesta,,player_images\Alessandro Nesta_2.png,EA FC ICONS,Italy
Bernardo,Silva,,player_images\Bernardo Silva_2.png,Manchester City,Portugal
Kenny,Dalglish,,player_images\Kenny Dalglish_2.png,EA FC ICONS,Scotland
Gianluca,Vialli,,player_images\Gianluca Vialli_3.png,Heroes,Italy
Wesley,Sneijder,,player_images\Wesley Sneijder_4.png,Heroes,Netherlands
,,,player_images\nan nan_137.png,FC Barcelona,Norway
Sam,Kerr,,player_images\Sam Kerr_5.png,Chelsea,Australia
,Rivaldo,Rivaldo,player_images\nan Rivaldo_2.png,EA FC ICONS,Brazil
Bukayo,Saka,,player_images\Bukayo Saka_7.png,Arsenal,England
Didier,Drogba,,player_images\Didier Drogba_4.png,EA FC ICONS,Côte d'Ivoire
Gary,Lineker,,player_images\Gary Lineker_2.png,EA FC ICONS,England
,,,player_images\nan nan_138.png,EA FC ICONS,Netherlands
,,,player_images\nan nan_139.png,Liverpool,Netherlands
Cristiano,Ronaldo,,player_images\Cristiano Ronaldo_6.png,Al Nassr,Portugal
,,,player_images\nan nan_140.png,EA FC ICONS,Italy
Bobby,Moore,,player_images\Bobby Moore_2.png,EA FC ICONS,England
Alan,Shearer,,player_images\Alan Shearer_2.png,EA FC ICONS,England
Hugo,Sánchez,,player_images\Hugo Sánchez_4.png,EA FC ICONS,Mexico
Thibaut,Courtois,,player_images\Thibaut Courtois_2.png,Real Madrid,Belgium
Hugo,Lloris,,player_images\Hugo Lloris.png,Spurs,France
,Rodri,Rodri,player_images\nan Rodri_5.png,Manchester City,Spain
,Rodri,Rodri,player_images\nan Rodri_6.png,Manchester City,Spain
Xavier,Hernández,,player_images\Xavier Hernández_2.png,EA FC ICONS,Spain
Gianfranco,Zola,,player_images\Gianfranco Zola_2.png,EA FC ICONS,Italy
N'Golo,Kanté,,player_images\N'Golo Kanté_5.png,Al Ittihad,France
Bernardo,Silva,,player_images\Bernardo Silva_3.png,Manchester City,Portugal
Jamal,Musiala,,player_images\Jamal Musiala_4.png,FC Bayern München,Germany
Wayne,Rooney,,player_images\Wayne Rooney_2.png,EA FC ICONS,England
Steven,Gerrard,,player_images\Steven Gerrard_2.png,EA FC ICONS,England
Lauren,James,,player_images\Lauren James_3.png,Chelsea,England
Lautaro,Martínez,,player_images\Lautaro Martínez_4.png,Inter,Argentina
Niklas,Süle,,player_images\Niklas Süle.png,Borussia Dortmund,Germany
Gabriel,Jesus,,player_images\Gabriel Jesus.png,Arsenal,Brazil
Andriy,Shevchenko,,player_images\Andriy Shevchenko_2.png,EA FC ICONS,Ukraine
David,Beckham,,player_images\David Beckham_2.png,EA FC ICONS,England
Cole,Palmer,,player_images\Cole Palmer_4.png,Chelsea,England
Selma,Bacha,,player_images\Selma Bacha_4.png,OL,France
Lauren,Hemp,,player_images\Lauren Hemp_3.png,Manchester City,England
,Cannavaro,Cannavaro,player_images\nan Cannavaro.png,EA FC ICONS,Italy
Rui,Costa,,player_images\Rui Costa_2.png,Heroes,Portugal
Iago,Aspas,,player_images\Iago Aspas.png,RC Celta,Spain
Antoine,Griezmann,,player_images\Antoine Griezmann_4.png,Atlético de Madrid,France
Ludovic,Giuly,,player_images\Ludovic Giuly_2.png,Heroes,France
,,,player_images\nan nan_141.png,Liverpool,Netherlands
Alessandro,Buongiorno,,player_images\Alessandro Buongiorno.png,Torino,Italy
Yaya,Touré,,player_images\Yaya Touré_2.png,Heroes,Côte d'Ivoire
Javier,Mascherano,,player_images\Javier Mascherano_3.png,Heroes,Argentina
Lieke,Martens,,player_images\Lieke Martens_2.png,Paris SG,Netherlands
Federico,Chiesa,,player_images\Federico Chiesa_2.png,Juventus,Italy
,,,player_images\nan nan_142.png,Manchester Utd,Brazil
Vivianne,Miedema,,player_images\Vivianne Miedema.png,Arsenal,Netherlands
Willi,Orban,,player_images\Willi Orban.png,RB Leipzig,Hungary
Ilkay,Gündogan,,player_images\Ilkay Gündogan_3.png,FC Barcelona,Germany
Lionel,Messi,,player_images\Lionel Messi_7.png,Inter Miami CF,Argentina
João,Félix,,player_images\João Félix_4.png,FC Barcelona,Portugal
Ronald,Araujo,,player_images\Ronald Araujo_4.png,FC Barcelona,Uruguay
,,,player_images\nan nan_143.png,Spurs,Korea Republic
Kingsley,Coman,,player_images\Kingsley Coman_3.png,FC Bayern München,France
Miroslav,Klose,,player_images\Miroslav Klose.png,EA FC ICONS,Germany
Laurent,Blanc,,player_images\Laurent Blanc_2.png,EA FC ICONS,France
Gianluca,Zambrotta,,player_images\Gianluca Zambrotta_2.png,EA FC ICONS,Italy
Laurent,Blanc,,player_images\Laurent Blanc_3.png,EA FC ICONS,France
Bastian,Schweinsteiger,,player_images\Bastian Schweinsteiger_2.png,EA FC ICONS,Germany
Bastian,Schweinsteiger,,player_images\Bastian Schweinsteiger_3.png,EA FC ICONS,Germany
Claude,Makélélé,,player_images\Claude Makélélé.png,EA FC ICONS,France
Marco,Reus,,player_images\Marco Reus_4.png,Borussia Dortmund,Germany
Mykhailo,Mudryk,,player_images\Mykhailo Mudryk_2.png,Chelsea,Ukraine
Mykhailo,Mudryk,,player_images\Mykhailo Mudryk_3.png,Chelsea,Ukraine
Aurélien,Tchouaméni,,player_images\Aurélien Tchouaméni_2.png,Real Madrid,France
,Casemiro,Casemiro,player_images\nan Casemiro_2.png,Manchester Utd,Brazil
Gheorghe,Hagi,,player_images\Gheorghe Hagi_2.png,EA FC ICONS,Romania
Ada,Hegerberg,,player_images\Ada Hegerberg_3.png,OL,Norway
Ada,Hegerberg,,player_images\Ada Hegerberg_4.png,OL,Norway
Reece,James,,player_images\Reece James_4.png,Chelsea,England
Enzo,Francescoli,,player_images\Enzo Francescoli_2.png,Heroes,Uruguay
,,,player_images\nan nan_144.png,EA FC ICONS,Netherlands
Sol,Campbell,,player_images\Sol Campbell.png,EA FC ICONS,England
,Prinz,Prinz,player_images\nan Prinz_2.png,EA FC ICONS,Germany
Harry,Kewell,,player_images\Harry Kewell.png,Heroes,Australia
Nemanja,Vidic,,player_images\Nemanja Vidic_3.png,EA FC ICONS,Serbia
Michael,Essien,,player_images\Michael Essien.png,EA FC ICONS,Ghana
Robbie,Keane,,player_images\Robbie Keane.png,Heroes,Republic of Ireland
Sébastien,Haller,,player_images\Sébastien Haller.png,Borussia Dortmund,Côte d'Ivoire
Nordi,Mukiele,,player_images\Nordi Mukiele.png,Paris SG,France
Eric,Dier,,player_images\Eric Dier.png,FC Bayern München,England
Nicolás,Otamendi,,player_images\Nicolás Otamendi.png,SL Benfica,Argentina
Maximilian,Beier,,player_images\Maximilian Beier.png,TSG Hoffenheim,Germany
John,McGinn,,player_images\John McGinn.png,Aston Villa,Scotland
Lucas,Ocampos,,player_images\Lucas Ocampos.png,Sevilla FC,Argentina
Saïd,Benrahma,,player_images\Saïd Benrahma.png,OL,Algeria
,,,player_images\nan nan_145.png,Orlando Pride,Brazil
Jarrod,Bowen,,player_images\Jarrod Bowen.png,West Ham,England
Khiara,Keating,,player_images\Khiara Keating.png,Manchester City,England
Alessia,Russo,,player_images\Alessia Russo.png,Arsenal,England
Khiara,Keating,,player_images\Khiara Keating_2.png,Manchester City,England
Ben,White,,player_images\Ben White.png,Arsenal,England
,Gabriel,Gabriel,player_images\nan Gabriel_2.png,Arsenal,Brazil
Douglas,Luiz,,player_images\Douglas Luiz_2.png,Aston Villa,Brazil
Isaak,Touré,,player_images\Isaak Touré.png,FC Lorient,France
Katie,McCabe,,player_images\Katie McCabe.png,Arsenal,Republic of Ireland
Steph,Houghton,,player_images\Steph Houghton.png,Manchester City,England
Paulina,Krumbiegel,,player_images\Paulina Krumbiegel.png,TSG Hoffenheim,Germany
Edmond,Tapsoba,,player_images\Edmond Tapsoba.png,Leverkusen,Burkina Faso
Donyell,Malen,,player_images\Donyell Malen.png,Borussia Dortmund,Netherlands
Maximilian,Beier,,player_images\Maximilian Beier_2.png,TSG Hoffenheim,Germany
Nicolás,Otamendi,,player_images\Nicolás Otamendi_2.png,SL Benfica,Argentina
Edmond,Tapsoba,,player_images\Edmond Tapsoba_2.png,Leverkusen,Burkina Faso
Donyell,Malen,,player_images\Donyell Malen_2.png,Borussia Dortmund,Netherlands
Ben,White,,player_images\Ben White_2.png,Arsenal,England
,Gabriel,Gabriel,player_images\nan Gabriel_3.png,Arsenal,Brazil
Alessia,Russo,,player_images\Alessia Russo_2.png,Arsenal,England
Paulina,Krumbiegel,,player_images\Paulina Krumbiegel_2.png,TSG Hoffenheim,Germany
,Pepe,Pepe,player_images\nan Pepe.png,FC Porto,Portugal
Leif,Davis,,player_images\Leif Davis.png,Ipswich,England
Luciano,Acosta,,player_images\Luciano Acosta.png,FC Cincinnati,Argentina
Jan,Vertonghen,,player_images\Jan Vertonghen.png,RSC Anderlecht,Belgium
Klara,Bühl,,player_images\Klara Bühl.png,FC Bayern München,Germany
Denis,Zakaria,,player_images\Denis Zakaria.png,AS Monaco,Switzerland
Jean-Clair,Todibo,,player_images\Jean-Clair Todibo_2.png,OGC Nice,France
Kinga,Szemik,,player_images\Kinga Szemik.png,Stade de Reims,Poland
Nabil,Bentaleb,,player_images\Nabil Bentaleb.png,LOSC Lille,Algeria
Facundo,Medina,,player_images\Facundo Medina.png,RC Lens,Argentina
Inès,Benyahia,,player_images\Inès Benyahia.png,Havre AC,France
Moussa,Sissoko,,player_images\Moussa Sissoko.png,FC Nantes,France
Jean-Clair,Todibo,,player_images\Jean-Clair Todibo_3.png,OGC Nice,France
Kinga,Szemik,,player_images\Kinga Szemik_2.png,Stade de Reims,Poland
Leif,Davis,,player_images\Leif Davis_2.png,Ipswich,England
Luciano,Acosta,,player_images\Luciano Acosta_2.png,FC Cincinnati,Argentina
Jan,Vertonghen,,player_images\Jan Vertonghen_2.png,RSC Anderlecht,Belgium
Nabil,Bentaleb,,player_images\Nabil Bentaleb_2.png,LOSC Lille,Algeria
Denis,Zakaria,,player_images\Denis Zakaria_2.png,AS Monaco,Switzerland
Facundo,Medina,,player_images\Facundo Medina_2.png,RC Lens,Argentina
,Pepe,Pepe,player_images\nan Pepe_2.png,FC Porto,Portugal
Chancel,Mbemba,,player_images\Chancel Mbemba.png,OM,Congo DR
Marcel,Hartel,,player_images\Marcel Hartel.png,FC St. Pauli,Germany
Pedro,Gonçalves,,player_images\Pedro Gonçalves.png,Sporting CP,Portugal
Edon,Zhegrova,,player_images\Edon Zhegrova.png,LOSC Lille,Kosovo
Marcel,Hartel,,player_images\Marcel Hartel_2.png,FC St. Pauli,Germany
Nico,Williams,,player_images\Nico Williams_2.png,Athletic Club,Spain
,,,player_images\nan nan_146.png,Athletic Club,Spain
Aldana,Cometti,,player_images\Aldana Cometti.png,Madrid CFF,Argentina
Artem,Dovbyk,,player_images\Artem Dovbyk.png,Girona FC,Ukraine
,,,player_images\nan nan_147.png,Levante UD,Spain
Aldana,Cometti,,player_images\Aldana Cometti_2.png,Madrid CFF,Argentina
Nico,Williams,,player_images\Nico Williams_3.png,Athletic Club,Spain
,,,player_images\nan nan_148.png,Athletic Club,Spain
Artem,Dovbyk,,player_images\Artem Dovbyk_2.png,Girona FC,Ukraine
Hans,Vanaken,,player_images\Hans Vanaken.png,Club Brugge,Belgium
,,,player_images\nan nan_149.png,Napoli FC,Italy
Ismaël,Bennacer,,player_images\Ismaël Bennacer.png,Milan,Algeria
Lynn,Williams,,player_images\Lynn Williams.png,NJ/NY Gotham,United States
Dušan,Vlahovic,,player_images\Dušan Vlahovic_2.png,Juventus,Serbia
Lynn,Williams,,player_images\Lynn Williams_2.png,NJ/NY Gotham,United States
,,,player_images\nan nan_150.png,Napoli FC,Italy
Ismaël,Bennacer,,player_images\Ismaël Bennacer_2.png,Milan,Algeria
Dušan,Vlahovic,,player_images\Dušan Vlahovic_3.png,Juventus,Serbia
Sebastian,Nanasi,,player_images\Sebastian Nanasi.png,Malmö FF,Sweden
Renato,Steffen,,player_images\Renato Steffen.png,FC Lugano,Switzerland
Sebastian,Nanasi,,player_images\Sebastian Nanasi_2.png,Malmö FF,Sweden
Renato,Steffen,,player_images\Renato Steffen_2.png,FC Lugano,Switzerland
Johan,Bakayoko,,player_images\Johan Bakayoko.png,PSV,Belgium
Boris,Cespedes,,player_images\Boris Cespedes.png,Yverdon Sport FC,Bolivia
Saša,Lukic,,player_images\Saša Lukic.png,Fulham,Serbia
Gabriel,Villamíl,,player_images\Gabriel Villamíl.png,LDU Quito,Bolivia
Alan,Minda,,player_images\Alan Minda.png,Cercle Brugge,Ecuador
Róbert,Boženík,,player_images\Róbert Boženík.png,Boavista FC,Slovakia
Jhonder,Cádiz,,player_images\Jhonder Cádiz.png,FC Famalicão,Venezuela
Jesús,Castillo,,player_images\Jesús Castillo.png,Gil Vicente,Peru
Václav,Cerný,,player_images\Václav Cerný.png,VfL Wolfsburg,Czech Republic
Kylian,Mbappé,,player_images\Kylian Mbappé_11.png,Real Madrid,France
Aitana,Bonmatí Conca,Aitana Bonmatí,player_images\Aitana Bonmatí Conca.png,FC Barcelona,Spain
Lionel,Messi,,player_images\Lionel Messi_8.png,Inter Miami CF,Argentina
Sam,Kerr,,player_images\Sam Kerr_6.png,Chelsea,Australia
Karim,Benzema,,player_images\Karim Benzema_6.png,Al Ittihad,France
Thibaut,Courtois,,player_images\Thibaut Courtois_3.png,Real Madrid,Belgium
Harry,Kane,,player_images\Harry Kane_9.png,FC Bayern München,England
Caroline Graham,Hansen,,player_images\Caroline Graham Hansen.png,FC Barcelona,Norway
Robert,Lewandowski,,player_images\Robert Lewandowski_8.png,FC Barcelona,Poland
Nadine,Kessler,,player_images\Nadine Kessler_3.png,Heroes,Germany
Carlos,Tevez,,player_images\Carlos Tevez_3.png,Heroes,Argentina
Bixente,Lizarazu,,player_images\Bixente Lizarazu_3.png,Heroes,France
Bobby,Moore,,player_images\Bobby Moore_3.png,EA FC ICONS,England
Camille,Abily,Abily,player_images\Camille Abily.png,EA FC ICONS,France
Lothar,Matthäus,,player_images\Lothar Matthäus_3.png,EA FC ICONS,Germany
Alessandro,Del Piero,,player_images\Alessandro Del Piero.png,EA FC ICONS,Italy
Roberto,Carlos,,player_images\Roberto Carlos_4.png,EA FC ICONS,Brazil
Sam,Kerr,,player_images\Sam Kerr_7.png,Chelsea,Australia
Mohamed,Salah,,player_images\Mohamed Salah_12.png,Liverpool,Egypt
Iker,Casillas,,player_images\Iker Casillas_3.png,EA FC ICONS,Spain
Raúl,González Blanco,,player_images\Raúl González Blanco.png,EA FC ICONS,Spain
George,Best,,player_images\George Best_3.png,EA FC ICONS,Northern Ireland
Andrea,Pirlo,,player_images\Andrea Pirlo_4.png,EA FC ICONS,Italy
Xavier,Hernández,,player_images\Xavier Hernández_3.png,EA FC ICONS,Spain
Dennis,Bergkamp,,player_images\Dennis Bergkamp_5.png,EA FC ICONS,Netherlands
Ruud,Gullit,,player_images\Ruud Gullit_4.png,EA FC ICONS,Netherlands
Rivaldo Vítor,Rivaldo,Rivaldo,player_images\Rivaldo Vítor Rivaldo.png,EA FC ICONS,Brazil
Edin,Džeko,,player_images\Edin Džeko.png,Fenerbahçe,Bosnia and Herzegovina
Bruno,Fernandes,,player_images\Bruno Fernandes_5.png,Manchester Utd,Portugal
Ousmane,Dembélé,,player_images\Ousmane Dembélé_5.png,Paris SG,France
Rúben,Dias,,player_images\Rúben Dias_3.png,Manchester City,Portugal
,,,player_images\nan nan_151.png,Liverpool,Netherlands
,Jairzinho,Jairzinho,player_images\nan Jairzinho_3.png,EA FC ICONS,Brazil
Alexandra,Popp,,player_images\Alexandra Popp_5.png,VfL Wolfsburg,Germany
Martin,Ødegaard,,player_images\Martin Ødegaard_3.png,Arsenal,Norway
Javier,Zanetti,,player_images\Javier Zanetti_4.png,EA FC ICONS,Argentina
ter,Stegen,,player_images\ter Stegen_2.png,FC Barcelona,Germany
,Morientes,Morientes,player_images\nan Morientes_2.png,Heroes,Spain
David,Ginola,,player_images\David Ginola_3.png,Heroes,France
Selma,Bacha,,player_images\Selma Bacha_5.png,OL,France
Kalidou,Koulibaly,,player_images\Kalidou Koulibaly_4.png,Al Hilal,Senegal
,,,player_images\nan nan_152.png,Ajax,Netherlands
,,,player_images\nan nan_153.png,EA FC ICONS,Netherlands
Éric,Cantona,,player_images\Éric Cantona_3.png,EA FC ICONS,France
Luís,Figo,,player_images\Luís Figo_2.png,EA FC ICONS,Portugal
Kim,Little,,player_images\Kim Little_2.png,Arsenal,Scotland
Lauren,Hemp,,player_images\Lauren Hemp_4.png,Manchester City,England
Abedi,Pelé,,player_images\Abedi Pelé_2.png,Heroes,Ghana
Diego,Milito,,player_images\Diego Milito_2.png,Heroes,Argentina
Nadine,Kessler,,player_images\Nadine Kessler_4.png,Heroes,Germany
Carlos,Tevez,,player_images\Carlos Tevez_4.png,Heroes,Argentina
Bixente,Lizarazu,,player_images\Bixente Lizarazu_4.png,Heroes,France
Federico,Valverde,,player_images\Federico Valverde_4.png,Real Madrid,Uruguay
Ada,Hegerberg,,player_images\Ada Hegerberg_5.png,OL,Norway
Lena,Oberdorf,,player_images\Lena Oberdorf_5.png,VfL Wolfsburg,Germany
Gheorghe,Hagi,,player_images\Gheorghe Hagi_3.png,EA FC ICONS,Romania
Paolo,Maldini,,player_images\Paolo Maldini_5.png,EA FC ICONS,Italy
Jamal,Musiala,,player_images\Jamal Musiala_5.png,FC Bayern München,Germany
Antoine,Griezmann,,player_images\Antoine Griezmann_5.png,Atlético de Madrid,France
Nathan,Tella,,player_images\Nathan Tella.png,Leverkusen,Nigeria
Alex,Morgan,,player_images\Alex Morgan_6.png,San Diego Wave,United States
Emilio,Butragueño,,player_images\Emilio Butragueño_3.png,EA FC ICONS,Spain
,,,player_images\nan nan_154.png,EA FC ICONS,Spain
Christopher,Nkunku,,player_images\Christopher Nkunku_4.png,Chelsea,France
Hristo,Stoichkov,,player_images\Hristo Stoichkov_3.png,EA FC ICONS,Bulgaria
Michael,Laudrup,,player_images\Michael Laudrup.png,EA FC ICONS,Denmark
Miroslav,Klose,,player_images\Miroslav Klose_2.png,EA FC ICONS,Germany
,Casemiro,Casemiro,player_images\nan Casemiro_3.png,Manchester Utd,Brazil
Ian,Wright,,player_images\Ian Wright_3.png,EA FC ICONS,England
,Alisson,Alisson,player_images\nan Alisson_4.png,Liverpool,Brazil
,,,player_images\nan nan_155.png,Spurs,Korea Republic
,,,player_images\nan nan_156.png,Spurs,Korea Republic
Marcus,Rashford,,player_images\Marcus Rashford_2.png,Manchester Utd,England
Marcus,Rashford,,player_images\Marcus Rashford_3.png,Manchester Utd,England
Granit,Xhaka,,player_images\Granit Xhaka_4.png,Leverkusen,Switzerland
Michael,Essien,,player_images\Michael Essien_2.png,EA FC ICONS,Ghana
Federico,Valverde,,player_images\Federico Valverde_5.png,Real Madrid,Uruguay
,Ederson,Ederson,player_images\nan Ederson.png,Manchester City,Brazil
Emmanuel,Petit,,player_images\Emmanuel Petit_2.png,EA FC ICONS,France
Clarence,Seedorf,,player_images\Clarence Seedorf_2.png,EA FC ICONS,Netherlands
,,,player_images\nan nan_157.png,Manchester Utd,Argentina
Victor,Boniface,,player_images\Victor Boniface_4.png,Leverkusen,Nigeria
,,,player_images\nan nan_158.png,FC Barcelona,Spain
Nicolás,González,,player_images\Nicolás González_2.png,Fiorentina,Argentina
Leon,Bailey,,player_images\Leon Bailey.png,Aston Villa,Jamaica
